id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23289593,"Cosy Double Room, Private Bathroom & close to all!",165024603,Vanessa,,Dublin City,53.34333,-6.28238,Private room,50,2,70,2020-03-09,1.54,1,0,0,
23299655,Rathmines Unique Double Room w/ Panoramic Views,15425561,Tim,,Dublin City,53.32921,-6.27253,Entire home/apt,90,2,11,2018-12-09,0.24,1,0,0,
23301970,Private room& Ensuite.Close to citycentre &airport,49285632,Teresa,,Dublin City,53.3708,-6.23937,Private room,45,2,168,2021-11-22,3.63,2,46,28,
23317832,Sea view studio apartment (purple),15351872,Mary & Jason,,Fingal,53.52955,-6.08763,Entire home/apt,90,2,75,2021-11-07,1.65,5,319,29,
23318889,Charming house near city centre,47615579,Tata,,Dublin City,53.32641,-6.25804,Entire home/apt,270,3,15,2018-10-02,0.33,1,0,0,
23324663,Charming Apartment Close to Everything!,168554160,Anthony,,Dublin City,53.35655,-6.2733,Entire home/apt,83,3,181,2021-11-29,3.96,2,248,43,
23325066,Comfortable family home close to Dublin centre.,11867712,Dymphna,,Dublin City,53.32338,-6.32127,Entire home/apt,47,2,0,,,2,0,0,
23325352,Comfortable home close to city.,11867712,Dymphna,,Dublin City,53.32487,-6.31943,Entire home/apt,100,2,0,,,2,0,0,
23327016,Top floor views,173723578,Danny,,Fingal,53.37055,-6.37184,Private room,85,3,1,2018-02-26,0.02,1,358,0,
23330452,Large double ensuite room,126263873,Connie,,Fingal,53.45261,-6.15609,Private room,80,1,87,2021-11-29,1.88,2,169,14,
23331746,Double Bed with PRIVATE BATHROOM in City Centre,173351235,David,,Dublin City,53.35015,-6.27283,Private room,150,2,95,2020-03-11,2.34,2,0,0,
23331828,Make this Dublin home your own,16580209,Carlos,,Dublin City,53.34347,-6.27799,Entire home/apt,162,2,0,,,2,0,0,
23334075,Santry Relax Spot,173794932,Hugo,,Dublin City,53.3991,-6.25747,Private room,37,2,27,2018-11-25,0.59,1,0,0,
23335311,Beautiful Georgian Home in Dublin 4,19574205,Brenda,,Dublin City,53.33013,-6.24094,Entire home/apt,250,1,0,,,1,0,0,
23340219,Temple bar central spot,114711637,Nita,,Dublin City,53.34446,-6.2692,Entire home/apt,172,4,99,2020-03-09,2.20,5,0,0,
23340499,Charming ensuite Attic room in Blackrock-Dublin,29649532,Tiago,,Dn Laoghaire-Rathdown,53.30491,-6.20209,Private room,50,1,6,2018-08-01,0.13,2,0,0,
23354047,Private bedroom in Dublin 3,174013572,Titouan,,Dublin City,53.36584,-6.24677,Private room,25,1,2,2018-03-18,0.04,1,0,0,
23354619,Double room Best Location City Centre,19901034,Mark,,Dublin City,53.33244,-6.25157,Private room,80,2,0,,,1,0,0,
23356938,Two bedroom house in the heart of Stoneybatter,174046947,Leonel,,Dublin City,53.35082,-6.2861,Entire home/apt,170,2,31,2019-01-07,0.68,1,0,0,
23364716,Double room to get lost & explore heart of Dublin,16580209,Carlos,,Dublin City,53.34446,-6.2759,Private room,58,2,2,2019-09-27,0.05,2,0,0,
23367530,South Dublin quiet charm with city access,62621350,Therese,,Dn Laoghaire-Rathdown,53.24881,-6.14153,Private room,50,1,2,2018-11-04,0.05,1,0,0,
23368730,Heyward Mews Holiday Homes (Sleeps 6),98759090,Trident Holiday Homes,,Fingal,53.48629,-6.26961,Entire home/apt,382,1,3,2021-11-01,0.09,3,316,2,
23368731,Heyward Mews Holiday Homes (Sleeps 5),98759090,Trident Holiday Homes,,Fingal,53.48815,-6.27155,Entire home/apt,359,1,4,2020-03-17,0.09,3,181,0,
23372076,This property is no longer available,168717611,Joan,,South Dublin,53.28322,-6.4398,Private room,40,1,11,2018-04-30,0.24,1,0,0,
23373382,Breakfast and Close by Dublin city and Airport,174213822,Karolyne,,Fingal,53.41851,-6.38569,Private room,4000,1,8,2019-08-15,0.18,2,0,0,
23381305,"Spacious comfortable 2 bed home, Terenure, Dublin",113254720,Annette,,South Dublin,53.30814,-6.31248,Entire home/apt,120,4,4,2019-08-24,0.10,1,0,0,
23384487,Modern Home with Amazing Private Patio,7103221,Noele,,Dublin City,53.33544,-6.26939,Entire home/apt,100,2,23,2018-11-18,0.50,1,0,0,
23384621,blue haven,174332259,Julia,,Dn Laoghaire-Rathdown,53.26036,-6.13989,Private room,45,2,41,2021-12-04,0.90,3,70,15,
23387173,Comfortable single bedroom.,153424801,Patsy,,Dn Laoghaire-Rathdown,53.27998,-6.23224,Private room,61,1,74,2020-03-06,1.61,3,67,0,
23387240,Private  bedroom with own bathroom in City Centre,174354685,Isaah,,Dublin City,53.33407,-6.27523,Private room,20,1,5,2019-01-20,0.11,1,0,0,
23387270,Stylish 2B Home on Historical St w/ Sunny Patio,6665267,Joe,,Dublin City,53.35462,-6.25953,Entire home/apt,333,4,19,2021-10-30,0.42,1,162,3,
23387578,Double Bedroom in Temple Bar City center,103478465,Jan,,Dublin City,53.34332,-6.26713,Private room,80,1,51,2020-03-12,1.12,1,0,0,
23388503,Great Location and Luxury Double bedroom,55938311,Johan,,Dublin City,53.34586,-6.23769,Private room,80,1,46,2018-09-21,1.02,1,0,0,
23393139,"Cerise Room
40",174332259,Julia,,Dn Laoghaire-Rathdown,53.26172,-6.1403,Private room,46,2,48,2021-12-05,1.04,3,83,12,
23394090,Bright room in a family home,16184642,Kristiana,,Dublin City,53.33667,-6.3147,Private room,38,2,20,2018-08-06,0.44,1,0,0,
23408757,"Newley renovated 3bed family home, Malahide Dublin",5144818,Paul,,Fingal,53.45606,-6.18112,Entire home/apt,75,7,2,2018-09-23,0.05,1,0,0,
23412915,Single room near to airport & city centre,49285632,Teresa,,Dublin City,53.3724,-6.23773,Private room,31,2,116,2021-11-19,2.52,2,44,4,
23432273,Capel Street Food Lover's Apartment,174775108,Jennifer,,Dublin City,53.34921,-6.27055,Entire home/apt,150,2,12,2019-06-02,0.26,1,0,0,
23433153,"New, Cozy bedroom in Quiet Apt in a Great Location",46293288,Francy,,Dublin City,53.31457,-6.27996,Private room,35,1,64,2020-03-09,1.39,1,0,0,
23444653,O'Connell Bridge 2 Bed Apartment - City centre,234243,Johnny,,Dublin City,53.34574,-6.25768,Entire home/apt,205,3,6,2020-01-20,0.17,32,0,0,
23447225,Spacious en Suite DBL Bedroom in Loft Apartment,7517427,David,,Dublin City,53.3417,-6.29779,Private room,89,2,11,2020-08-03,0.24,1,54,0,
23459162,Cosy Georgian Studio,3555892,Andrew,,Dublin City,53.32683,-6.26341,Entire home/apt,70,2,96,2021-07-04,2.16,2,0,19,
23459501,"Your home in Dublin - Ballsbridge, Dublin★★★★★",175049360,Mary,,Dublin City,53.33002,-6.24252,Entire home/apt,495,4,18,2019-08-04,0.42,1,0,0,
23461973,Dalkey Designer Studio - large self contained,34963336,Mary,,Dn Laoghaire-Rathdown,53.27551,-6.119,Private room,99,2,21,2019-03-19,0.46,1,36,0,
23466447,Beautiful Double Room Near Guinness Brewery Dublin,151562954,Lena,,Dublin City,53.34108,-6.30554,Private room,54,2,85,2021-12-04,1.87,1,60,19,
23466550,Stunning home by the sea near Howth/Malahide,73700502,Dee,,Fingal,53.38744,-6.13456,Entire home/apt,77,10,1,2018-05-26,0.02,1,0,0,
23477839,"Balrothery, Balbriggan - Single Room",138406227,Pam,,Fingal,53.58885,-6.18635,Private room,35,1,22,2019-11-02,0.49,2,161,0,
23479073,Modern and spacious near Phoenix Park,52472602,Darragh And Belinda,,Dublin City,53.37719,-6.31265,Entire home/apt,297,2,3,2018-09-16,0.07,1,0,0,
23480342,"Edwardian home in Ranelagh, close to city-centre",53956960,Kitty,,Dublin City,53.31879,-6.24773,Entire home/apt,134,5,7,2019-11-04,0.16,2,10,0,
23482931,Beautiful 4 bedroom house in Harold’s Cross,18188657,Louise,,Dublin City,53.31949,-6.28788,Entire home/apt,225,3,7,2019-06-30,0.15,1,0,0,
23489839,Corporate/executive apt 20 mn  from Dublin Airport,17868030,John,,Fingal,53.585506,-6.290198,Entire home/apt,105,15,41,2021-10-31,0.92,1,329,2,
23492914,Central Dublin City Apartment,26461573,Patrick,,Dublin City,53.33959,-6.27615,Entire home/apt,109,2,96,2019-08-27,2.10,3,0,0,
23494727,"Bright, comfortable double room in Inchicore",19833668,Sean,,Dublin City,53.34095,-6.32282,Private room,50,2,18,2019-09-14,0.45,1,0,0,
23495152,Private Ensuite in Cosy Central Townhouse,17328702,Emmet,,Dublin City,53.33687,-6.26472,Private room,104,2,10,2018-09-09,0.23,1,0,0,
23500076,Spacious private double bedroom,34856585,Jonathan,,South Dublin,53.26978,-6.37237,Private room,55,3,1,2018-03-09,0.02,1,0,0,
23517836,Luxury suite in the heart of Donnybrook!!,175657489,Ann,,Dublin City,53.32359,-6.23542,Private room,85,2,102,2021-12-05,2.23,1,317,9,
23518576,"Bright room in a  beautiful red brick, 10min2city",9465902,Aoife,,Dublin City,53.36626,-6.21833,Private room,41,25,13,2021-08-31,0.29,1,298,3,
23519245,En suite - private bathroom @ Meow Meow Home,38029462,Mao,,Fingal,53.40179,-6.29341,Private room,80,1,11,2018-06-30,0.24,1,0,0,
23521771,Elegant Modern 2 BDRM Apt. near Temple Bar ☘,21700147,Shane,,Dublin City,53.3423,-6.27344,Entire home/apt,250,4,84,2020-02-24,2.04,2,0,0,
23524281,Confortable double room in Dublin 8.,123855765,Rosana,,Dublin City,53.33251,-6.2824,Private room,42,10,1,2018-04-11,0.02,1,0,0,
23526035,King’s Inns Court Twins bedroom 2 City Centre,175738622,Nannan,,Dublin City,53.35876,-6.27348,Private room,80,2,45,2019-11-26,0.99,5,0,0,
23531673,Modern apartment - Close to the center,28629902,Rémy,,Dublin City,53.34165,-6.23155,Private room,145,3,1,2018-04-09,0.02,1,0,0,
23533368,"Cosy apartment in city centre, near RDS.",53603575,Enda,,Dublin City,53.34271,-6.23522,Entire home/apt,120,2,6,2018-09-02,0.13,2,0,0,
23538363,Beautiful single room in Blackrock - Dublin,29649532,Tiago,,Dn Laoghaire-Rathdown,53.30329,-6.17899,Private room,65,1,4,2018-06-16,0.09,2,0,0,
23540914,Comfortable Single Room in Dublin 4,175508655,David,,Dublin City,53.33337,-6.22532,Private room,50,1,4,2018-04-04,0.09,1,0,0,
23542611,Cozy Double Bedroom,71952043,Adrian,,Dublin City,53.3442,-6.27706,Private room,69,2,45,2019-10-30,0.99,1,0,0,
23545705,Kings Inns Court Double Bedroom 1 City Centre,175738622,Nannan,,Dublin City,53.35671,-6.27422,Private room,72,2,41,2019-05-25,0.90,5,0,0,
23546483,Kings Inns Court Double Bedroom 2 City Centre,175738622,Nannan,,Dublin City,53.35831,-6.27204,Private room,72,2,38,2019-09-21,0.83,5,0,0,
23546657,Kings Inns Court Twins Bedroom 1 City Centre,175738622,Nannan,,Dublin City,53.35665,-6.27395,Private room,72,2,70,2019-11-26,1.56,5,0,0,
23546910,Kings Inns Court Single Room City Centre,175738622,Nannan,,Dublin City,53.35851,-6.27404,Private room,41,1,33,2019-03-09,0.72,5,0,0,
23557107,Eagle's view,66859790,Patricia,,Dublin City,53.34763,-6.30133,Private room,100,2,1,2019-04-21,0.03,2,0,0,
23558563,Royal Canal 4 Bedroom House,12514170,Patrick,,Dublin City,53.37583,-6.31368,Entire home/apt,386,2,25,2021-11-28,0.56,1,100,5,
23559670,Double Bedroom in Dublin,36016775,Emille,,Dublin City,53.33121,-6.27582,Private room,115,2,1,2018-03-18,0.02,1,0,0,
23572600,Bright & modern townhouse for rent,3678598,Karolina,,Dublin City,53.31106,-6.25008,Entire home/apt,185,2,7,2018-09-24,0.15,2,0,0,
23576677,Couple room near City Centre,21858328,Maíra,,Dublin City,53.35361,-6.22994,Private room,200,1,2,2018-04-22,0.04,1,0,0,
23576824,"Spacious one bed apartment, close to city centre",61039438,Niall,,Dublin City,53.34249,-6.32749,Entire home/apt,100,2,2,2018-09-29,0.05,1,0,0,
23577682,Stunning waterfront apartment by Phoenix Park,52447388,Evan,,Dublin City,53.348,-6.30014,Entire home/apt,161,60,11,2019-01-04,0.24,1,0,0,
23580880,Spacious City Centre Apartment,3706624,Cliona,,Dublin City,53.33303,-6.26395,Entire home/apt,148,2,69,2020-03-13,1.53,1,1,0,
23586939,Private en-suite room close to Guiness Storehouse,26899827,Stephan Frederik,,Dublin City,53.34372,-6.29713,Private room,70,3,3,2018-04-28,0.07,1,0,0,
23588065,Beautiful and Modern Double Bedroom.,115974880,Flore,,Dublin City,53.4045,-6.1732,Private room,48,1,65,2019-11-17,1.42,3,0,0,
23589957,10 minutes from City Center!!Enjoy Easter :),136878197,Rocío,,Dublin City,53.36158,-6.27735,Private room,70,2,0,,,1,0,0,
23591545,Cosy Room In Dublin 5,176374001,Nour,,Dublin City,53.385,-6.21073,Private room,59,3,26,2019-10-21,0.57,1,0,0,
23596704,Comfortable bed in city center,105662294,Martina,,Dublin City,53.34769,-6.27846,Shared room,15,3,1,2018-03-05,0.02,1,0,0,
23602020,Creative & Cosy! 3 mins from Temple Bar!,79093071,Ron,,Dublin City,53.34516,-6.26937,Entire home/apt,159,5,2,2018-09-09,0.04,1,0,0,
23609812,"Dublin City, large Double Room+Free Parking+WiFi",176596280,Lee,,Dublin City,53.34646,-6.309,Private room,37,1,12,2019-10-13,0.41,1,0,0,
23610282,Modern Apartment w/Free Parking in Central Dublin,2711558,Omar,,Dublin City,53.35191,-6.2535,Entire home/apt,189,1,132,2021-11-22,2.91,3,258,25,
23611554,Cosy double room in Harolds Cross,22432724,Peter,,Dublin City,53.31737,-6.2836,Private room,39,1,2,2018-04-04,0.04,1,0,0,
23612145,Cozy Apt Dublin City Centre,47852380,Sante,,Dublin City,53.3505,-6.25927,Entire home/apt,100,2,8,2019-10-14,0.18,1,0,0,
23618525,5 The Crescent Binn Eadair View Sutton Dublin. 13,176707845,Valerie,,Fingal,53.39171,-6.1221,Private room,50,1,85,2021-12-05,1.96,1,351,11,
23620055,Dundrum St Patrick's day.,21457976,Gerardo,,Dn Laoghaire-Rathdown,53.29053,-6.23993,Private room,20,3,0,,,1,0,0,
23621974,Heyward Mews Holiday Homes (Wheelchair Accessible),98759090,Trident Holiday Homes,,Fingal,53.48674,-6.26958,Entire home/apt,359,1,2,2020-08-23,0.07,3,219,0,
23622516,Stylish 2 bed apartment in Dublin 13,5044856,Colin,,Dublin City,53.40613,-6.16153,Private room,150,2,4,2018-04-17,0.09,1,0,0,
23629695,"Central double room, private bathroom and balcony",146148609,Marie,,Dublin City,53.3442,-6.23955,Private room,79,2,14,2019-10-13,0.31,2,0,0,
23631060,Double Bedroom in city centre D6 Rathmines,23060759,Justyna,,Dublin City,53.32178,-6.26209,Private room,40,3,0,,,2,0,0,
23631632,Double bedroom in Dublin 1,51572655,Kevin,,Dublin City,53.35816,-6.26341,Private room,45,5,1,2018-05-29,0.02,1,0,0,
23636541,Beautiful Dublin City Centre home sleeps 5,44821116,Charlotte,,Dublin City,53.3393,-6.23444,Entire home/apt,175,1,31,2018-07-23,0.68,1,0,0,
23638678,Double room in City center close to everything!,95654975,Nerissa,,Dublin City,53.34314,-6.27823,Private room,32,1,2,2018-04-16,0.04,1,0,0,
23639317,"STUDIO, GRIFFITH AVENUE, DUBLIN 9",87311304,Theresa,,Dublin City,53.37665,-6.26374,Entire home/apt,75,2,0,,,2,0,0,
23648360,"THE GEORGIAN GARDEN APT , MOUNT ST CRESCENT",177019535,Tonye,,Dublin City,53.33608,-6.24521,Entire home/apt,425,1,1,2018-03-28,0.02,1,0,0,
23652253,Cosy Room with a Comfortable Double Bed,67612489,Sóllon,,Dublin City,53.33923,-6.2735,Private room,57,1,41,2019-01-01,0.91,1,0,0,
23662555,Ballsbridge Apartment Dublin 4,63960550,Trent,,Dublin City,53.32658,-6.23289,Entire home/apt,265,1,1,2018-03-15,0.02,1,0,0,
23662721,Bright airy one bed apartment in Smithfield,177165227,John,,Dublin City,53.3504,-6.27904,Entire home/apt,68,2,3,2018-06-24,0.07,1,0,0,
23663619,A Large Guest Suite in a Historic Georgian House,28365051,Herbert,,Dublin City,53.3537,-6.25996,Entire home/apt,170,3,64,2020-03-14,1.47,1,0,0,
23664240,"8 mins to airport, 4 mins Ryanair HQ, Airside",176879959,Bernadette,,Fingal,53.44432,-6.21106,Private room,40,1,130,2021-11-30,2.91,2,135,58,
23673523,Gorgeous Apartment Heart of Dublin,177278784,Marcela,,Dublin City,53.34269,-6.23156,Entire home/apt,250,2,0,,,1,0,0,
23677950,Pembroke Hall Guesthouse Double Deluxe Room 1,177312912,Hilary,,Dublin City,53.33261,-6.23863,Private room,154,1,63,2021-12-04,1.88,4,353,42,
23679657,Spacious Ensuite Room in Grand Canal Docks!,75081873,Marc,,Dublin City,53.34573,-6.23417,Private room,110,2,2,2018-09-05,0.04,1,88,0,
23680114,Mews in Dublin 6,109658885,Richard,,Dublin City,53.31216,-6.27792,Entire home/apt,125,2,41,2020-07-16,0.91,1,0,0,
23681096,Pembroke Hall Guesthouse Double Deluxe Room 2,177312912,Hilary,,Dublin City,53.3321,-6.23746,Private room,109,1,60,2021-12-02,1.32,4,310,34,
23681390,"Small, simple calm space OUTSIDE city centre not",30067542,Marc,,Dublin City,53.39487,-6.21036,Private room,35,4,85,2020-09-16,1.87,2,43,0,
23681695,Pembroke Hall Guesthouse,177312912,Hilary,,Dublin City,53.33365,-6.23932,Private room,150,1,109,2021-12-08,2.40,4,351,87,
23684876,Guinness Store Ensuit Double Room+Parking Rentable,781957,Patricia,,Dublin City,53.34244,-6.28779,Private room,80,2,19,2019-05-26,0.42,2,0,0,
23685711,Cozy Private Double Room in City Center,177028020,Vanessa,,Dublin City,53.34045,-6.27956,Private room,59,1,6,2018-10-15,0.13,1,0,0,
23691939,Georgian Dublin meets Silicone Docks. Private room,41692181,Mary-Kate,,Dublin City,53.33868,-6.24318,Private room,150,2,57,2020-03-02,1.29,1,313,0,
23697187,Lovely appartment in Grand Canal Dock Dublin,87349954,Sara,,Dublin City,53.34574,-6.23621,Entire home/apt,150,2,15,2019-10-18,0.33,1,0,0,
23697397,Comfortable Bedroom in South Dublin,177510757,Kate,,Dn Laoghaire-Rathdown,53.28338,-6.18876,Private room,95,2,17,2018-07-23,0.38,1,0,0,
23701616,Penthouse near Guinness Storehouse- amazing views.,11300583,Christopher,,Dublin City,53.3366,-6.28718,Entire home/apt,70,58,21,2019-10-28,0.46,1,1,0,
23705705,96 Dublin City centre apartment,114711637,Nita,,Dublin City,53.3511,-6.27389,Entire home/apt,95,14,66,2020-03-14,1.45,5,0,0,
23707311,Bright and blithesome abode - JeePooh's,43840827,Pooja & Ajit,,Dublin City,53.34549,-6.30917,Private room,59,1,10,2018-06-16,0.22,1,0,0,
23707940,Double bedroom apartment in a secure residence,68286601,Mickaël,,Dublin City,53.35582,-6.23431,Entire home/apt,80,2,1,2018-03-19,0.02,1,0,0,
23710883,"Comfortable, spacious attic bedroom",6242708,Francis And Aisling,,Dublin City,53.33105,-6.27805,Private room,90,3,32,2020-03-07,0.79,1,36,0,
23713706,Quiet Apartment in the Heart of the City Center,62121259,Josnel,,Dublin City,53.34963,-6.26411,Entire home/apt,90,1,4,2018-04-15,0.09,6,0,0,
23715576,"King room in central modern apartment, IFSC",177722414,Steven,,Dublin City,53.34834,-6.24602,Private room,49,1,2,2018-03-31,0.04,1,0,0,
23720368,"TEMPLE BAR, Central Dublin Entire Apartament.",64350838,D&G,,Dublin City,53.34206,-6.26965,Entire home/apt,499,2,2,2019-05-26,0.05,2,0,0,
23722461,"Cozy, modern, beautiful bright flat on the Liffey.",131280509,Federica,,Dublin City,53.34772,-6.23089,Entire home/apt,180,2,0,,,2,0,0,
23723856,The place to be,167038531,Maria,,Dn Laoghaire-Rathdown,53.27945,-6.14089,Private room,70,1,0,,,1,0,0,
23725347,"Cozy, small apartment close to city centre",101099262,Piotr,,Dublin City,53.32913,-6.28085,Entire home/apt,80,3,0,,,1,0,0,
23726220,Very large private room at great location,63659708,Alan,,Dublin City,53.34097,-6.23586,Private room,80,2,0,,,1,0,0,
23728544,"3,The Manor, Royston,Off Kimmage Road West,Kimmage",140435959,Niamh,,Dublin City,53.31495,-6.311,Private room,45,3,10,2018-08-08,0.22,1,0,0,
23728671,Central location next to St. Stephen's Green,90030794,Francisco,,Dublin City,53.33338,-6.26305,Entire home/apt,240,2,0,,,1,0,0,
23730738,Cozy apartment,177910069,Gabriel,,Dublin City,53.34501,-6.27539,Private room,60,10,0,,,1,0,0,
23735559,Modern room with private bathroom near bus & DART,150987557,Iveta,,Dublin City,53.4053,-6.15395,Private room,54,2,42,2018-11-30,0.92,1,0,0,
23740293,Modern Apartment 3 mins walk to O'Connell St,14097334,Dara,,Dublin City,53.35417,-6.25909,Entire home/apt,114,2,120,2020-03-09,2.71,1,0,0,
23745446,"Perfect City centre apart, 1 x spacious double",178058645,Jay,,Dublin City,53.32733,-6.26459,Private room,150,2,5,2018-10-21,0.12,1,0,0,
23748865,Easter Weekend Special .Just outside city centre.,178095426,Ivan,,Dn Laoghaire-Rathdown,53.30165,-6.22674,Private room,40,1,2,2018-04-01,0.04,1,0,0,
23749938,Stylish  Victorian redbrick  in Ranelagh,77551224,Karl,,Dublin City,53.32664,-6.25919,Entire home/apt,420,7,0,,,1,0,0,
23750665,Cosy room in charming home!,56953173,John,,Dublin City,53.34084,-6.33233,Private room,36,1,47,2018-08-25,1.07,1,0,0,
23751430,"Real City Center, New Renovation, Cozy and Modern",59920509,Clark,,Dublin City,53.35388,-6.25762,Entire home/apt,105,14,147,2021-10-19,3.24,4,325,4,
23759829,Happy guest / RENT FOR MONTH OR MORE AVAILABLE,178211580,Lilianna,,South Dublin,53.27605,-6.34176,Private room,55,1,32,2021-11-06,0.71,2,179,5,
23761033,Central Penthouse Apartment by the River Liffey,136689249,Patrick,,Dublin City,53.34584,-6.28076,Entire home/apt,169,4,145,2021-08-22,3.22,1,1,15,
23761208,The Bulldog Hotel | Dublin Airport & City | Coco,81958862,Laurance,,Dublin City,53.40306,-6.27673,Private room,70,1,137,2019-09-09,3.04,2,78,0,
23763860,Large Family Home close to city centre,50302908,Fiona,,Dublin City,53.31729,-6.23898,Entire home/apt,190,2,11,2021-07-26,0.27,1,0,3,
23765425,Luxurious ensuite (room only) in Dublin,178258786,Brian,,South Dublin,53.3073,-6.31048,Private room,55,3,24,2019-06-02,0.58,1,0,0,
23765473,Private Room for Paddy's week-end,89239611,Danilo,,Dublin City,53.32699,-6.27401,Private room,120,1,0,,,1,0,0,
23767544,"Relaxed, convenient, central private room",178279462,Pierce,,Dublin City,53.3524,-6.27349,Private room,130,1,0,,,1,0,0,
23768550,"Unique Hideaway Chalet House by the Sea, Monkstown",13098939,Claire,,Dn Laoghaire-Rathdown,53.29647,-6.16154,Entire home/apt,250,2,0,,,1,0,0,
23775526,Double room  - 25 min from city,60525399,Andrea,,Dublin City,53.3255,-6.32344,Private room,40,1,2,2018-07-10,0.04,2,0,0,
23777567,Great City Centre Location. Self check-in.,1414042,Iain,,Dublin City,53.34953,-6.26786,Entire home/apt,131,2,84,2019-10-31,1.86,3,0,0,
23780358,"Room to rent with netflix private own door
Safe",178416193,Fashing,,Dublin City,53.36315,-6.25579,Entire home/apt,31,1,0,,,1,0,0,
23783475,Amazing Brand New Apartment in Downtown Dublin🍀,49494579,Martin,,Dublin City,53.35866,-6.25983,Private room,133,1,77,2021-11-21,1.72,1,90,2,
23784822,Small Double Bedroom in cosy period cottage.,50970593,Michele,,Dublin City,53.32992,-6.23063,Private room,75,1,89,2020-02-15,1.96,1,0,0,
23785157,Dazzling Sea View Villa on Dublin Bay.,126925182,Anette,,Dn Laoghaire-Rathdown,53.27577,-6.10259,Entire home/apt,1495,7,6,2021-07-01,0.16,1,233,1,
23786760,Fantastic refurbished room/house ideally located,18090649,Antoine,,Dublin City,53.33025,-6.25946,Private room,250,1,0,,,1,89,0,
23787126,Cozy Double Bed - St Patricks Cathedral,30156260,Javier,,Dublin City,53.33623,-6.27656,Private room,100,1,0,,,1,0,0,
23787530,Spacious Ensuite w/DoubleBed. Only 5km from City,39911898,Camila & Paul,,Dublin City,53.36392,-6.27803,Private room,70,1,6,2018-05-08,0.13,2,0,0,
23788005,"Private Double Bed. 15min to Dub city,clean & cozy",39911898,Camila & Paul,,Dublin City,53.37727,-6.31298,Private room,48,1,4,2018-05-27,0.09,2,0,0,
23789532,Excellent City Centre Accommodation,114711637,Nita,,Dublin City,53.3513,-6.27492,Entire home/apt,160,4,94,2020-03-16,2.07,5,0,0,
23789711,"Amazingly central, bright & cozy ( females only)",35720226,Monica,,Dublin City,53.34364,-6.26795,Private room,72,2,35,2019-05-01,0.77,1,0,0,
23799789,The Bulldog Hotel | Dublin Airport & City | Millie,81958862,Laurance,,Dublin City,53.40306,-6.27673,Private room,27,1,143,2020-03-19,3.18,2,0,0,
23800404,"Great location, 20 mins from Stephens Green",8396477,Angelica,,Dn Laoghaire-Rathdown,53.27747,-6.21586,Private room,50,2,0,,,1,0,0,
23815018,Whole house. Free parking. 7 guests. Portmarnock.,113788143,Mary,,Fingal,53.43315,-6.1343,Entire home/apt,350,4,17,2019-11-03,0.39,2,172,0,
23817973,"Newly Refurbished 1 Bed Apt, Amazing Location!",178758234,Alec,,Dublin City,53.35343,-6.25805,Entire home/apt,90,2,7,2018-05-30,0.16,1,0,0,
23820470,Restored 1890's Victorian Villa near City Centre,2673136,Phil & CJ,,Dublin City,53.36602,-6.25783,Entire home/apt,220,2,4,2019-08-25,0.14,1,0,0,
23841940,Dublin City Center Cottage,123654242,John,,Dublin City,53.34256,-6.24493,Entire home/apt,264,4,3,2018-07-12,0.07,2,0,0,
23880550,"Entire home in Clongriffin, Dublin",9324463,Declan,,Dublin City,53.40642,-6.1575,Entire home/apt,100,4,6,2018-09-15,0.15,1,0,0,
23893836,Private room beside Guiness,177698715,Fabio,,Dublin City,53.34145,-6.28676,Private room,40,1,12,2018-09-29,0.27,1,0,0,
23904263,Full two bedroom apt on the south side of city.,57373403,Rory,,Dublin City,53.3147,-6.24897,Entire home/apt,179,14,9,2020-03-16,0.37,1,180,0,
23917506,Comfy Double Room City Centre,179776558,Cezar & Danilo,,Dublin City,53.3512,-6.27217,Private room,79,2,128,2021-11-21,2.89,2,49,31,
23934999,Modern penthous 3 bed with balcony LUAS 50m away,179178657,Michael,,Dn Laoghaire-Rathdown,53.26187,-6.20819,Entire home/apt,100,3,1,2018-04-02,0.02,1,0,0,
23940487,PASSIVE HOUSE WARM FAMILY ECO HOME,17872870,Tom,,Dublin City,53.37784,-6.22007,Private room,229,3,0,,,5,177,0,
23943531,"Ensuite, bright room in period house",180014072,Ray,,Dublin City,53.37201,-6.25079,Private room,56,1,9,2019-07-06,0.20,3,0,0,
23954320,Double Bed Room,114223939,Salva,,Dublin City,53.32352,-6.27083,Private room,50,1,1,2018-03-31,0.02,1,0,0,
23958167,"Comfortable, spacious 2 bedroom apartment",100137481,Fiona,,Dn Laoghaire-Rathdown,53.30056,-6.20326,Entire home/apt,160,3,50,2021-10-29,1.14,1,30,11,
23962835,Stylish Mews in City,176073803,Dorothy,,Dublin City,53.36787,-6.26383,Entire home/apt,143,2,36,2020-02-09,0.81,1,59,0,
23963560,LuxuriousVictorian 3 bedroom Townhouse Ballsbridge,180203924,Ana Mihaela,,Dublin City,53.32054,-6.22145,Entire home/apt,429,3,3,2018-05-28,0.07,4,0,0,
23963850,Family Home in Ballycullen,180206908,Bernie,,South Dublin,53.27408,-6.33333,Entire home/apt,150,5,2,2018-06-01,0.05,1,0,0,
23975897,Ideal City Center Apartment on the Canal,24552782,Nicholas,,Dublin City,53.35001,-6.24754,Entire home/apt,100,3,15,2019-12-02,0.33,2,0,0,
